go_term	description	secretome_genes	non_secretome_genes	prob of combination	expected	population	Bonferonni corrected p-value
GO:0003978	UDP-glucose 4-epimerase activity	0	4	0	0.767049	4	561.4196212
GO:0046034	ATP metabolic process	0	4	0	0.767049	4	561.4196212
GO:0042393	histone binding	0	4	0	0.767049	4	561.4196212
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	0	4	0	0.767049	4	561.4196212
GO:0000049	tRNA binding	0	4	0	0.767049	4	561.4196212
GO:0006897	endocytosis	0	4	0	0.767049	4	561.4196212
GO:0051087	chaperone binding	0	4	0	0.767049	4	561.4196212
GO:0033961	cis-stilbene-oxide hydrolase activity	0	4	0	0.767049	4	561.4196212
GO:0006415	translational termination	0	4	0	0.767049	4	561.4196212
GO:0008094	DNA-dependent ATPase activity	0	4	0	0.767049	4	561.4196212
GO:0034314	Arp2/3 complex-mediated actin nucleation	0	4	0	0.767049	4	561.4196212
GO:0009165	nucleotide biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0017150	tRNA dihydrouridine synthase activity	0	4	0	0.767049	4	561.4196212
GO:0016763	"transferase activity, transferring pentosyl groups"	0	4	0	0.767049	4	561.4196212
GO:0005885	Arp2/3 protein complex	0	4	0	0.767049	4	561.4196212
GO:0006821	chloride transport	0	4	0	0.767049	4	561.4196212
GO:0004659	prenyltransferase activity	0	4	0	0.767049	4	561.4196212
GO:0006857	oligopeptide transport	0	4	0	0.767049	4	561.4196212
GO:0030529	ribonucleoprotein complex	0	4	0	0.767049	4	561.4196212
GO:0006526	arginine biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0006816	calcium ion transport	0	4	0	0.767049	4	561.4196212
GO:0008641	small protein activating enzyme activity	0	4	0	0.767049	4	561.4196212
GO:0048500	signal recognition particle	0	4	0	0.767049	4	561.4196212
GO:0000151	ubiquitin ligase complex	0	4	0	0.767049	4	561.4196212
GO:0005779	integral to peroxisomal membrane	0	4	0	0.767049	4	561.4196212
GO:0004435	phosphatidylinositol phospholipase C activity	0	4	0	0.767049	4	561.4196212
GO:0030126	COPI vesicle coat	0	4	0	0.767049	4	561.4196212
GO:0071805	potassium ion transmembrane transport	0	4	0	0.767049	4	561.4196212
GO:0015299	solute:hydrogen antiporter activity	0	4	0	0.767049	4	561.4196212
GO:0030915	Smc5-Smc6 complex	0	4	0	0.767049	4	561.4196212
GO:0032865	ERMES complex	0	4	0	0.767049	4	561.4196212
GO:0051920	peroxiredoxin activity	0	4	0	0.767049	4	561.4196212
GO:0004722	protein serine/threonine phosphatase activity	0	4	0	0.767049	4	561.4196212
GO:0008374	O-acyltransferase activity	0	4	0	0.767049	4	561.4196212
GO:0009098	leucine biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0008239	dipeptidyl-peptidase activity	0	4	0	0.767049	4	561.4196212
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0019887	protein kinase regulator activity	0	4	0	0.767049	4	561.4196212
GO:0051258	protein polymerization	0	4	0	0.767049	4	561.4196212
GO:0005801	cis-Golgi network	0	4	0	0.767049	4	561.4196212
GO:0031625	ubiquitin protein ligase binding	0	4	0	0.767049	4	561.4196212
GO:0005083	small GTPase regulator activity	0	4	0	0.767049	4	561.4196212
GO:0004721	phosphoprotein phosphatase activity	0	4	0	0.767049	4	561.4196212
GO:0006031	chitin biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0008610	lipid biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0005744	mitochondrial inner membrane presequence translocase complex	0	4	0	0.767049	4	561.4196212
GO:0030261	chromosome condensation	0	4	0	0.767049	4	561.4196212
GO:0031461	cullin-RING ubiquitin ligase complex	0	4	0	0.767049	4	561.4196212
GO:0004725	protein tyrosine phosphatase activity	1	12	0.076923077	0.028952	13	598.392435
GO:0016311	dephosphorylation	1	12	0.076923077	0.028952	13	598.392435
GO:0006164	purine nucleotide biosynthetic process	0	5	0	0.717842	5	670.681516
GO:0000139	Golgi membrane	0	5	0	0.717842	5	670.681516
GO:0006400	tRNA modification	0	5	0	0.717842	5	670.681516
GO:0008612	peptidyl-lysine modification to hypusine	0	5	0	0.717842	5	670.681516
GO:0042578	phosphoric ester hydrolase activity	0	5	0	0.717842	5	670.681516
GO:0005680	anaphase-promoting complex	0	5	0	0.717842	5	670.681516
GO:0009435	NAD biosynthetic process	0	5	0	0.717842	5	670.681516
GO:0005096	GTPase activator activity	0	5	0	0.717842	5	670.681516
GO:0016459	myosin complex	0	5	0	0.717842	5	670.681516
GO:0032040	small-subunit processome	0	5	0	0.717842	5	670.681516
GO:0031011	Ino80 complex	0	5	0	0.717842	5	670.681516
GO:0005777	peroxisome	0	5	0	0.717842	5	670.681516
GO:0030259	lipid glycosylation	0	5	0	0.717842	5	670.681516
GO:0044262	cellular carbohydrate metabolic process	0	5	0	0.717842	5	670.681516
GO:0006108	malate metabolic process	0	5	0	0.717842	5	670.681516
GO:0003951	NAD+ kinase activity	0	5	0	0.717842	5	670.681516
GO:0000439	core TFIIH complex	0	5	0	0.717842	5	670.681516
GO:0007005	mitochondrion organization	0	5	0	0.717842	5	670.681516
GO:0005874	microtubule	0	5	0	0.717842	5	670.681516
GO:0032312	regulation of ARF GTPase activity	0	5	0	0.717842	5	670.681516
GO:0033177	"proton-transporting two-sector ATPase complex, proton-transporting domain"	0	5	0	0.717842	5	670.681516
GO:0005886	plasma membrane	0	5	0	0.717842	5	670.681516
GO:0009308	amine metabolic process	0	5	0	0.717842	5	670.681516
GO:0016780	"phosphotransferase activity, for other substituted phosphate groups"	0	5	0	0.717842	5	670.681516
GO:0008312	7S RNA binding	0	5	0	0.717842	5	670.681516
GO:0043022	ribosome binding	0	5	0	0.717842	5	670.681516
GO:0015940	pantothenate biosynthetic process	0	5	0	0.717842	5	670.681516
GO:0004012	phospholipid-translocating ATPase activity	0	5	0	0.717842	5	670.681516
GO:0000922	spindle pole	0	5	0	0.717842	5	670.681516
GO:0005085	guanyl-nucleotide exchange factor activity	0	5	0	0.717842	5	670.681516
GO:0008060	ARF GTPase activator activity	0	5	0	0.717842	5	670.681516
GO:0033178	"proton-transporting two-sector ATPase complex, catalytic domain"	0	5	0	0.717842	5	670.681516
GO:0009081	branched-chain amino acid metabolic process	0	5	0	0.717842	5	670.681516
GO:0004084	branched-chain-amino-acid transaminase activity	0	5	0	0.717842	5	670.681516
GO:0008131	primary amine oxidase activity	0	5	0	0.717842	5	670.681516
GO:0006811	ion transport	0	5	0	0.717842	5	670.681516
GO:0005815	microtubule organizing center	0	5	0	0.717842	5	670.681516
GO:0006189	'de novo' IMP biosynthetic process	0	5	0	0.717842	5	670.681516
GO:0003774	motor activity	0	5	0	0.717842	5	670.681516
GO:0018024	histone-lysine N-methyltransferase activity	0	5	0	0.717842	5	670.681516
GO:0015992	proton transport	0	5	0	0.717842	5	670.681516
GO:0033014	tetrapyrrole biosynthetic process	0	5	0	0.717842	5	670.681516
GO:0031966	mitochondrial membrane	0	5	0	0.717842	5	670.681516
GO:0015914	phospholipid transport	0	5	0	0.717842	5	670.681516
GO:0008234	cysteine-type peptidase activity	0	5	0	0.717842	5	670.681516
GO:0006779	porphyrin-containing compound biosynthetic process	0	5	0	0.717842	5	670.681516
GO:0006744	ubiquinone biosynthetic process	0	5	0	0.717842	5	670.681516
GO:0016628	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"	0	5	0	0.717842	5	670.681516
GO:0051082	unfolded protein binding	2	22	0.083333333	0.000957	24	676.4347225
GO:0010181	FMN binding	2	24	0.076923077	0.000838	26	765.9199808
GO:0072686	mitotic spindle	0	6	0	0.671792	6	769.7631438
GO:0002161	aminoacyl-tRNA editing activity	0	6	0	0.671792	6	769.7631438
GO:0035023	regulation of Rho protein signal transduction	0	6	0	0.671792	6	769.7631438
GO:0006904	vesicle docking involved in exocytosis	0	6	0	0.671792	6	769.7631438
GO:0008677	2-dehydropantoate 2-reductase activity	0	6	0	0.671792	6	769.7631438
GO:0000226	microtubule cytoskeleton organization	0	6	0	0.671792	6	769.7631438
GO:0015693	magnesium ion transport	0	6	0	0.671792	6	769.7631438
GO:0006914	autophagy	0	6	0	0.671792	6	769.7631438
GO:0006479	protein methylation	0	6	0	0.671792	6	769.7631438
GO:0046933	"proton-transporting ATP synthase activity, rotational mechanism"	0	6	0	0.671792	6	769.7631438
GO:0015095	magnesium ion transmembrane transporter activity	0	6	0	0.671792	6	769.7631438
GO:0005089	Rho guanyl-nucleotide exchange factor activity	0	6	0	0.671792	6	769.7631438
GO:0016820	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"	0	6	0	0.671792	6	769.7631438
GO:0007067	mitosis	0	6	0	0.671792	6	769.7631438
GO:0019773	"proteasome core complex, alpha-subunit complex"	0	6	0	0.671792	6	769.7631438
GO:0006388	"tRNA splicing, via endonucleolytic cleavage and ligation"	0	6	0	0.671792	6	769.7631438
GO:0006505	GPI anchor metabolic process	0	6	0	0.671792	6	769.7631438
GO:0042555	MCM complex	0	6	0	0.671792	6	769.7631438
GO:0004525	ribonuclease III activity	0	6	0	0.671792	6	769.7631438
GO:0038032	termination of G-protein coupled receptor signaling pathway	0	6	0	0.671792	6	769.7631438
GO:0046912	"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"	0	6	0	0.671792	6	769.7631438
GO:0006012	galactose metabolic process	0	6	0	0.671792	6	769.7631438
GO:0030833	regulation of actin filament polymerization	0	6	0	0.671792	6	769.7631438
GO:0006098	pentose-phosphate shunt	0	6	0	0.671792	6	769.7631438
GO:0035434	copper ion transmembrane transport	0	6	0	0.671792	6	769.7631438
GO:0009073	aromatic amino acid family biosynthetic process	0	6	0	0.671792	6	769.7631438
GO:0016876	"ligase activity, forming aminoacyl-tRNA and related compounds"	0	6	0	0.671792	6	769.7631438
GO:0007017	microtubule-based process	0	6	0	0.671792	6	769.7631438
GO:0006561	proline biosynthetic process	0	6	0	0.671792	6	769.7631438
GO:0043531	ADP binding	0	6	0	0.671792	6	769.7631438
GO:0005375	copper ion transmembrane transporter activity	0	6	0	0.671792	6	769.7631438
GO:0006470	protein dephosphorylation	1	15	0.0625	0.02373	16	775.5287243
GO:0016491	oxidoreductase activity	50	484	0.093632959	0	534	778.1753556
GO:0004523	ribonuclease H activity	0	7	0	0.628696	7	859.6121438
GO:0004003	ATP-dependent DNA helicase activity	0	7	0	0.628696	7	859.6121438
GO:0004499	"N,N-dimethylaniline monooxygenase activity"	0	7	0	0.628696	7	859.6121438
GO:0000030	mannosyltransferase activity	0	7	0	0.628696	7	859.6121438
GO:0004129	cytochrome-c oxidase activity	0	7	0	0.628696	7	859.6121438
GO:0030976	thiamine pyrophosphate binding	0	7	0	0.628696	7	859.6121438
GO:0016765	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	0	7	0	0.628696	7	859.6121438
GO:0006270	DNA replication initiation	0	7	0	0.628696	7	859.6121438
GO:0009086	methionine biosynthetic process	0	7	0	0.628696	7	859.6121438
GO:0007186	G-protein coupled receptor signaling pathway	0	7	0	0.628696	7	859.6121438
GO:0030036	actin cytoskeleton organization	0	7	0	0.628696	7	859.6121438
GO:0009982	pseudouridine synthase activity	0	7	0	0.628696	7	859.6121438
GO:0016831	carboxy-lyase activity	0	7	0	0.628696	7	859.6121438
GO:0015116	sulfate transmembrane transporter activity	0	7	0	0.628696	7	859.6121438
GO:0033179	"proton-transporting V-type ATPase, V0 domain"	0	7	0	0.628696	7	859.6121438
GO:0046854	phosphatidylinositol phosphorylation	0	7	0	0.628696	7	859.6121438
GO:0030151	molybdenum ion binding	0	7	0	0.628696	7	859.6121438
GO:0019843	rRNA binding	0	7	0	0.628696	7	859.6121438
GO:0008652	cellular amino acid biosynthetic process	0	7	0	0.628696	7	859.6121438
GO:0009451	RNA modification	0	7	0	0.628696	7	859.6121438
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	0	7	0	0.628696	7	859.6121438
GO:0016651	"oxidoreductase activity, acting on NAD(P)H"	0	7	0	0.628696	7	859.6121438
GO:0006338	chromatin remodeling	0	7	0	0.628696	7	859.6121438
GO:0008272	sulfate transport	0	7	0	0.628696	7	859.6121438
GO:0016226	iron-sulfur cluster assembly	0	7	0	0.628696	7	859.6121438
GO:0030131	clathrin adaptor complex	0	7	0	0.628696	7	859.6121438
GO:0016846	carbon-sulfur lyase activity	0	7	0	0.628696	7	859.6121438
GO:0005681	spliceosomal complex	0	8	0	0.588364	8	941.0880257
GO:0006284	base-excision repair	0	8	0	0.588364	8	941.0880257
GO:0016301	kinase activity	0	8	0	0.588364	8	941.0880257
GO:0046961	"proton-transporting ATPase activity, rotational mechanism"	0	8	0	0.588364	8	941.0880257
GO:0042729	DASH complex	0	8	0	0.588364	8	941.0880257
GO:0008137	NADH dehydrogenase (ubiquinone) activity	0	8	0	0.588364	8	941.0880257
GO:0043039	tRNA aminoacylation	0	8	0	0.588364	8	941.0880257
GO:0004527	exonuclease activity	0	8	0	0.588364	8	941.0880257
GO:0005741	mitochondrial outer membrane	0	8	0	0.588364	8	941.0880257
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	0	8	0	0.588364	8	941.0880257
GO:0030472	mitotic spindle organization in nucleus	0	8	0	0.588364	8	941.0880257
GO:0070403	NAD+ binding	0	8	0	0.588364	8	941.0880257
GO:0000723	telomere maintenance	0	8	0	0.588364	8	941.0880257
GO:0003746	translation elongation factor activity	0	8	0	0.588364	8	941.0880257
GO:0016817	"hydrolase activity, acting on acid anhydrides"	0	8	0	0.588364	8	941.0880257
GO:0004177	aminopeptidase activity	0	8	0	0.588364	8	941.0880257
GO:0000105	histidine biosynthetic process	0	8	0	0.588364	8	941.0880257
GO:0009396	folic acid-containing compound biosynthetic process	0	8	0	0.588364	8	941.0880257
GO:0009231	riboflavin biosynthetic process	0	8	0	0.588364	8	941.0880257
GO:0006457	protein folding	3	39	0.071428571	0.00002	42	969.0068761
GO:0008299	isoprenoid biosynthetic process	0	9	0	0.55062	9	1014.970359
GO:0006367	transcription initiation from RNA polymerase II promoter	0	9	0	0.55062	9	1014.970359
GO:0016818	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	0	9	0	0.55062	9	1014.970359
GO:0015935	small ribosomal subunit	0	9	0	0.55062	9	1014.970359
GO:0005694	chromosome	0	9	0	0.55062	9	1014.970359
GO:0016829	lyase activity	0	9	0	0.55062	9	1014.970359
GO:0005643	nuclear pore	0	9	0	0.55062	9	1014.970359
GO:0032259	methylation	0	9	0	0.55062	9	1014.970359
GO:0006888	ER to Golgi vesicle-mediated transport	0	9	0	0.55062	9	1014.970359
GO:0051056	regulation of small GTPase mediated signal transduction	0	9	0	0.55062	9	1014.970359
GO:0030554	adenyl nucleotide binding	0	9	0	0.55062	9	1014.970359
GO:0005856	cytoskeleton	0	9	0	0.55062	9	1014.970359
GO:0008483	transaminase activity	0	9	0	0.55062	9	1014.970359
GO:0005730	nucleolus	0	9	0	0.55062	9	1014.970359
GO:0016758	"transferase activity, transferring hexosyl groups"	1	21	0.045454545	0.015941	22	1076.961499
GO:0005743	mitochondrial inner membrane	0	10	0	0.515298	10	1081.966199
GO:0030117	membrane coat	0	10	0	0.515298	10	1081.966199
GO:0008536	Ran GTPase binding	0	10	0	0.515298	10	1081.966199
GO:0016070	RNA metabolic process	0	10	0	0.515298	10	1081.966199
GO:0008654	phospholipid biosynthetic process	0	10	0	0.515298	10	1081.966199
GO:0044267	cellular protein metabolic process	0	10	0	0.515298	10	1081.966199
GO:0005216	ion channel activity	0	10	0	0.515298	10	1081.966199
GO:0003678	DNA helicase activity	0	10	0	0.515298	10	1081.966199
GO:0001522	pseudouridine synthesis	0	10	0	0.515298	10	1081.966199
GO:0006096	glycolysis	0	10	0	0.515298	10	1081.966199
GO:0051539	"4 iron, 4 sulfur cluster binding"	0	10	0	0.515298	10	1081.966199
GO:0006259	DNA metabolic process	0	10	0	0.515298	10	1081.966199
GO:0005198	structural molecule activity	0	10	0	0.515298	10	1081.966199
GO:0000786	nucleosome	0	10	0	0.515298	10	1081.966199
GO:0030163	protein catabolic process	0	10	0	0.515298	10	1081.966199
GO:0006506	GPI anchor biosynthetic process	0	11	0	0.482241	11	1142.716827
GO:0015205	nucleobase transmembrane transporter activity	0	11	0	0.482241	11	1142.716827
GO:0051537	"2 iron, 2 sulfur cluster binding"	0	11	0	0.482241	11	1142.716827
GO:0030983	mismatched DNA binding	0	11	0	0.482241	11	1142.716827
GO:0015851	nucleobase transport	0	11	0	0.482241	11	1142.716827
GO:0006352	"DNA-dependent transcription, initiation"	0	11	0	0.482241	11	1142.716827
GO:0006298	mismatch repair	0	11	0	0.482241	11	1142.716827
GO:0015986	ATP synthesis coupled proton transport	0	11	0	0.482241	11	1142.716827
GO:0006694	steroid biosynthetic process	0	11	0	0.482241	11	1142.716827
GO:0007049	cell cycle	0	11	0	0.482241	11	1142.716827
GO:0000398	"mRNA splicing, via spliceosome"	0	11	0	0.482241	11	1142.716827
GO:0004175	endopeptidase activity	0	11	0	0.482241	11	1142.716827
GO:0019752	carboxylic acid metabolic process	0	12	0	0.451305	12	1197.803866
GO:0005097	Rab GTPase activator activity	0	12	0	0.451305	12	1197.803866
GO:0016874	ligase activity	0	12	0	0.451305	12	1197.803866
GO:0032313	regulation of Rab GTPase activity	0	12	0	0.451305	12	1197.803866
GO:0015934	large ribosomal subunit	0	12	0	0.451305	12	1197.803866
GO:0006334	nucleosome assembly	0	12	0	0.451305	12	1197.803866
GO:0008324	cation transmembrane transporter activity	0	12	0	0.451305	12	1197.803866
GO:0006310	DNA recombination	0	12	0	0.451305	12	1197.803866
GO:0016757	"transferase activity, transferring glycosyl groups"	0	12	0	0.451305	12	1197.803866
GO:0004518	nuclease activity	0	12	0	0.451305	12	1197.803866
GO:0051287	NAD binding	1	25	0.038461538	0.012228	26	1233.817064
GO:0006099	tricarboxylic acid cycle	0	13	0	0.422353	13	1247.754818
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	0	13	0	0.422353	13	1247.754818
GO:0005852	eukaryotic translation initiation factor 3 complex	0	13	0	0.422353	13	1247.754818
GO:0035556	intracellular signal transduction	0	13	0	0.422353	13	1247.754818
GO:0005871	kinesin complex	0	13	0	0.422353	13	1247.754818
GO:0015078	hydrogen ion transmembrane transporter activity	0	13	0	0.422353	13	1247.754818
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0	13	0	0.422353	13	1247.754818
GO:0006397	mRNA processing	0	13	0	0.422353	13	1247.754818
GO:0006950	response to stress	0	13	0	0.422353	13	1247.754818
GO:0003995	acyl-CoA dehydrogenase activity	0	13	0	0.422353	13	1247.754818
GO:0016779	nucleotidyltransferase activity	0	14	0	0.395259	14	1293.048104
GO:0006364	rRNA processing	0	14	0	0.395259	14	1293.048104
GO:0008565	protein transporter activity	0	14	0	0.395259	14	1293.048104
GO:0006913	nucleocytoplasmic transport	0	14	0	0.395259	14	1293.048104
GO:0005839	proteasome core complex	0	14	0	0.395259	14	1293.048104
GO:0004842	ubiquitin-protein ligase activity	0	14	0	0.395259	14	1293.048104
GO:0006139	nucleobase-containing compound metabolic process	0	14	0	0.395259	14	1293.048104
GO:0006413	translational initiation	0	14	0	0.395259	14	1293.048104
GO:0007018	microtubule-based movement	0	14	0	0.395259	14	1293.048104
GO:0004298	threonine-type endopeptidase activity	0	14	0	0.395259	14	1293.048104
GO:0016811	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	0	14	0	0.395259	14	1293.048104
GO:0006633	fatty acid biosynthetic process	0	14	0	0.395259	14	1293.048104
GO:0051603	proteolysis involved in cellular protein catabolic process	0	14	0	0.395259	14	1293.048104
GO:0019901	protein kinase binding	0	14	0	0.395259	14	1293.048104
GO:0016706	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"	1	28	0.034482759	0.010022	29	1329.766872
GO:0006865	amino acid transport	0	15	0	0.369902	15	1334.11762
GO:0042254	ribosome biogenesis	0	15	0	0.369902	15	1334.11762
GO:0016746	"transferase activity, transferring acyl groups"	0	15	0	0.369902	15	1334.11762
GO:0007154	cell communication	0	15	0	0.369902	15	1334.11762
GO:0001104	RNA polymerase II transcription cofactor activity	0	15	0	0.369902	15	1334.11762
GO:0003777	microtubule motor activity	0	15	0	0.369902	15	1334.11762
GO:0003887	DNA-directed DNA polymerase activity	0	15	0	0.369902	15	1334.11762
GO:0008017	microtubule binding	0	15	0	0.369902	15	1334.11762
GO:0016592	mediator complex	0	15	0	0.369902	15	1334.11762
GO:0035091	phosphatidylinositol binding	0	15	0	0.369902	15	1334.11762
GO:0015991	ATP hydrolysis coupled proton transport	0	16	0	0.346173	16	1371.35688
GO:0005739	mitochondrion	0	16	0	0.346173	16	1371.35688
GO:0016712	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	0	16	0	0.346173	16	1371.35688
GO:0003684	damaged DNA binding	0	16	0	0.346173	16	1371.35688
GO:0006289	nucleotide-excision repair	0	16	0	0.346173	16	1371.35688
GO:0006520	cellular amino acid metabolic process	0	16	0	0.346173	16	1371.35688
GO:0048037	cofactor binding	0	17	0	0.323965	17	1405.122769
GO:0050662	coenzyme binding	1	31	0.03125	0.008215	32	1409.25628
GO:0008033	tRNA processing	0	18	0	0.303183	18	1435.738953
GO:0003682	chromatin binding	0	18	0	0.303183	18	1435.738953
GO:0006357	regulation of transcription from RNA polymerase II promoter	0	18	0	0.303183	18	1435.738953
GO:0020037	heme binding	15	194	0.071770335	0	209	1439.178084
GO:0006807	nitrogen compound metabolic process	0	19	0	0.283733	19	1463.498962
GO:0019829	cation-transporting ATPase activity	0	19	0	0.283733	19	1463.498962
GO:0016627	"oxidoreductase activity, acting on the CH-CH group of donors"	0	19	0	0.283733	19	1463.498962
GO:0046983	protein dimerization activity	0	20	0	0.265532	20	1488.668999
GO:0016881	acid-amino acid ligase activity	0	21	0	0.248497	21	1511.490479
GO:0051536	iron-sulfur cluster binding	0	21	0	0.248497	21	1511.490479
GO:0016773	"phosphotransferase activity, alcohol group as acceptor"	0	21	0	0.248497	21	1511.490479
GO:0004221	ubiquitin thiolesterase activity	0	21	0	0.248497	21	1511.490479
GO:0003779	actin binding	0	22	0	0.232556	22	1532.182336
GO:0016620	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	0	22	0	0.232556	22	1532.182336
GO:0046873	metal ion transmembrane transporter activity	0	22	0	0.232556	22	1532.182336
GO:0000155	phosphorelay sensor kinase activity	0	22	0	0.232556	22	1532.182336
GO:0016310	phosphorylation	0	22	0	0.232556	22	1532.182336
GO:0003723	RNA binding	6	102	0.055555556	0	108	1537.685538
GO:0000156	phosphorelay response regulator activity	0	23	0	0.217637	23	1550.943111
GO:0046982	protein heterodimerization activity	0	24	0	0.203676	24	1567.952857
GO:0044237	cellular metabolic process	0	24	0	0.203676	24	1567.952857
GO:0050661	NADP binding	0	24	0	0.203676	24	1567.952857
GO:0003743	translation initiation factor activity	0	24	0	0.203676	24	1567.952857
GO:0009055	electron carrier activity	13	191	0.06372549	0	204	1585.996099
GO:0008171	O-methyltransferase activity	0	26	0	0.178382	26	1597.357164
GO:0031177	phosphopantetheine binding	0	26	0	0.178382	26	1597.357164
GO:0030001	metal ion transport	0	26	0	0.178382	26	1597.357164
GO:0003899	DNA-directed RNA polymerase activity	0	26	0	0.178382	26	1597.357164
GO:0004497	monooxygenase activity	2	57	0.033898305	0.000094	59	1598.536557
GO:0005543	phospholipid binding	0	27	0	0.166939	27	1610.034064
GO:0000160	phosphorelay signal transduction system	0	27	0	0.166939	27	1610.034064
GO:0042626	"ATPase activity, coupled to transmembrane movement of substances"	0	29	0	0.146207	29	1631.947331
GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	1	47	0.020833333	0.002844	48	1639.858021
GO:0006396	RNA processing	0	30	0	0.136828	30	1641.394236
GO:0008080	N-acetyltransferase activity	0	32	0	0.119836	32	1657.723421
GO:0005506	iron ion binding	12	199	0.056872038	0	211	1669.455419
GO:0004812	aminoacyl-tRNA ligase activity	0	34	0	0.104954	34	1671.144308
GO:0004871	signal transducer activity	0	34	0	0.104954	34	1671.144308
GO:0006418	tRNA aminoacylation for protein translation	0	34	0	0.104954	34	1671.144308
GO:0006812	cation transport	0	35	0	0.098221	35	1676.929673
GO:0006184	GTP catabolic process	0	36	0	0.09192	36	1682.174439
GO:0016192	vesicle-mediated transport	0	36	0	0.09192	36	1682.174439
GO:0006260	DNA replication	0	37	0	0.086023	37	1686.929072
GO:0016740	transferase activity	0	38	0	0.080505	38	1691.239334
GO:0006511	ubiquitin-dependent protein catabolic process	0	39	0	0.07534	39	1695.146718
GO:0016705	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	9	173	0.049450549	0	182	1697.02207
GO:0000287	magnesium ion binding	0	41	0	0.065984	41	1701.899826
GO:0007264	small GTPase mediated signal transduction	0	42	0	0.061751	42	1704.810591
GO:0003333	amino acid transmembrane transport	0	47	0	0.044327	47	1715.756048
GO:0009058	biosynthetic process	0	47	0	0.044327	47	1715.756048
GO:0015171	amino acid transmembrane transporter activity	0	47	0	0.044327	47	1715.756048
GO:0016887	ATPase activity	0	50	0	0.036332	50	1720.161469
GO:0008026	ATP-dependent helicase activity	0	52	0	0.03182	52	1722.454205
GO:0022891	substrate-specific transmembrane transporter activity	0	53	0	0.029779	53	1723.442268
GO:0043565	sequence-specific DNA binding	0	53	0	0.029779	53	1723.442268
GO:0008168	methyltransferase activity	0	54	0	0.027868	54	1724.337844
GO:0015031	protein transport	0	54	0	0.027868	54	1724.337844
GO:0030170	pyridoxal phosphate binding	0	56	0	0.024408	56	1725.885321
GO:0046872	metal ion binding	6	166	0.034883721	0	172	1728.405237
GO:0003700	sequence-specific DNA binding transcription factor activity	0	61	0	0.017521	61	1728.650867
GO:0006281	DNA repair	0	61	0	0.017521	61	1728.650867
GO:0003924	GTPase activity	0	64	0	0.014361	64	1729.763326
GO:0022857	transmembrane transporter activity	0	69	0	0.010309	69	1731.022245
GO:0016747	"transferase activity, transferring acyl groups other than amino-acyl groups"	0	70	0	0.009647	70	1731.207851
GO:0006886	intracellular protein transport	0	72	0	0.008449	72	1731.528486
GO:0008152	metabolic process	30	508	0.055762082	0	538	1731.700833
GO:0005840	ribosome	1	98	0.01010101	0.000097	99	1731.84436
GO:0003735	structural constituent of ribosome	1	108	0.009174312	0.00005	109	1732.530099
GO:0004386	helicase activity	0	85	0	0.003569	85	1732.591797
GO:0007165	signal transduction	0	87	0	0.003125	87	1732.66493
GO:0005215	transporter activity	0	93	0	0.0021	93	1732.814728
GO:0005525	GTP binding	0	97	0	0.001611	97	1732.875213
GO:0005488	binding	1	131	0.007575758	0.000011	132	1732.942392
GO:0004674	protein serine/threonine kinase activity	0	105	0	0.000948	105	1732.943417
GO:0005737	cytoplasm	1	132	0.007518797	0.00001	133	1732.947458
GO:0006412	translation	0	110	0	0.00068	110	1732.965497
GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity	0	113	0	0.000558	113	1732.97436
GO:0006810	transport	2	166	0.011904762	0	168	1732.981225
GO:0017111	nucleoside-triphosphatase activity	0	119	0	0.000375	119	1732.985845
GO:0006351	"transcription, DNA-dependent"	0	122	0	0.000307	122	1732.989484
GO:0004672	protein kinase activity	0	132	0	0.000158	132	1732.996098
GO:0006468	protein phosphorylation	0	133	0	0.000148	133	1732.996466
GO:0005622	intracellular	1	179	0.005555556	0	180	1732.999344
